Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
INTEXA;FR0000064958;ITXT;"Euronext Paris";EUR;2.50;2.50;2.50;2.50;"06/02/2026 16:30";CET;116;290.00;2.50;03/08/2026
INTRASENSE;FR0011179886;ALINS;"Euronext Growth Paris";EUR;0.221;0.226;0.217;0.217;"03/08/2026 17:35";CET;13756;3000.22;0.217;03/08/2026
INVENTIVA;FR0013233012;IVA;"Euronext Paris";EUR;3.84;3.85;3.685;3.79;"03/08/2026 17:35";CET;518486;1953287.49;3.79;03/08/2026
"INVIBES ADVERTSING";BE0974299316;ALINV;"Euronext Growth Paris";EUR;0.76;0.83;0.75;0.81;"03/08/2026 16:40";CET;7698;6176.87;0.81;03/08/2026
"IPOSA PROPERTIES";ES0105417002;MLIPO;"Euronext Access Paris";EUR;18.74;18.74;18.74;18.74;"05/08/2019 00:00";CET;-;-;18.60;03/08/2026
IPSEN;FR0010259150;IPN;"Euronext Paris";EUR;164.90;165.20;153.10;153.10;"03/08/2026 17:35";CET;150980;23381063.15;153.10;03/08/2026
IPSOS;FR0000073298;IPS;"Euronext Paris";EUR;36.18;38.16;36.06;38.16;"03/08/2026 17:35";CET;268035;10030709.31;38.16;03/08/2026
ISPD;ES0109429037;ALISP;"Euronext Growth Paris";EUR;1.745;1.755;1.715;1.715;"03/08/2026 15:39";CET;464;803.00;1.715;03/08/2026
"IT LINK";FR0000072597;ALITL;"Euronext Growth Paris";EUR;16.60;16.80;16.60;16.80;"03/08/2026 17:16";CET;1287;21455.45;16.80;03/08/2026
"ITALY INNOVAZIONI";IT0005336521;MLITN;"Euronext Access Paris";EUR;8.05;8.05;8.05;8.05;"22/01/2026 11:30";CET;1;8.05;8.05;03/08/2026
"JACQUES BOGART";FR0012872141;JBOG;"Euronext Paris";EUR;2.46;2.51;2.46;2.50;"03/08/2026 17:09";CET;6460;16155.94;2.50;03/08/2026
"JACQUET METALS";FR0000033904;JCQ;"Euronext Paris";EUR;21.00;21.70;21.00;21.70;"03/08/2026 17:35";CET;1697;36119.35;21.70;03/08/2026
JCDECAUX;FR0000077919;DEC;"Euronext Paris";EUR;22.78;24.26;22.70;24.26;"03/08/2026 17:35";CET;343383;8271977.28;24.26;03/08/2026
KALEON;IT0005678104;ALKLN;"Euronext Growth Paris";EUR;3.95;4.00;3.905;4.00;"03/08/2026 16:36";CET;928;3644.94;4.00;03/08/2026
KALRAY;FR0010722819;ALKAL;"Euronext Growth Paris";EUR;7.20;7.30;6.70;6.80;"03/08/2026 17:35";CET;185509;1277155.36;6.80;03/08/2026
"KAUFMAN ET BROAD";FR0004007813;KOF;"Euronext Paris";EUR;25.45;25.70;25.40;25.50;"03/08/2026 17:35";CET;30050;766531.65;25.50;03/08/2026
KERING;FR0000121485;KER;"Euronext Paris";EUR;283.70;292.20;283.65;288.40;"03/08/2026 17:35";CET;305312;88074120.53;288.40;03/08/2026
KERLINK;FR0013156007;ALKLK;"Euronext Growth Paris";EUR;1.075;1.075;1.02;1.06;"03/08/2026 17:28";CET;14711;15457.87;1.06;03/08/2026
KEYRUS;FR0004029411;ALKEY;"Euronext Growth Paris";EUR;7.64;7.64;7.60;7.60;"03/08/2026 17:35";CET;26;197.64;7.60;03/08/2026
"KKO INTERNATIONAL";FR0013374667;ALKKO;"Euronext Growth Paris";EUR;0.0612;0.0612;0.0578;0.0578;"03/08/2026 17:35";CET;148628;8813.95;0.0578;03/08/2026
KLARSEN;FR0011038348;ALKLA;"Euronext Growth Paris";EUR;0.66;0.686;0.60;0.60;"03/08/2026 17:29";CET;3657;2350.47;0.60;03/08/2026
"KLARSEN BSA O";FR0014013TD1;KLBSO;"Euronext Growth Paris";EUR;0.22;0.22;0.22;0.22;"08/04/2026 14:19";CET;30;6.60;0.22;03/08/2026
"KLEA HOLDING";FR0013481835;ALKLH;"Euronext Growth Paris";EUR;0.1554;0.16;0.1554;0.1578;"03/08/2026 17:35";CET;156872;24824.57;0.1578;03/08/2026
KLEPIERRE;FR0000121964;LI;"Euronext Paris";EUR;39.20;39.78;39.20;39.62;"03/08/2026 17:35";CET;512327;20277894.43;39.62;03/08/2026
KOMPUESTOS;ES0105425005;ALKOM;"Euronext Growth Paris";EUR;0.795;0.795;0.795;0.795;"03/08/2026 09:00";CET;1;0.80;0.795;03/08/2026
"KUMULUS VAPE";FR0013419876;ALVAP;"Euronext Growth Paris";EUR;2.65;2.90;2.62;2.90;"03/08/2026 12:29";CET;515;1400.72;2.90;03/08/2026
L'OREAL;FR0000120321;OR;"Euronext Paris";EUR;384.35;395.30;384.35;389.75;"03/08/2026 17:35";CET;331751;129452278.98;389.75;03/08/2026
"LABO EUROMEDIS";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;5.25;5.25;5.00;5.00;"03/08/2026 16:07";CET;385;1938.75;5.00;03/08/2026
"LACROIX GROUP";FR0000066607;LACR;"Euronext Paris";EUR;18.35;18.35;18.00;18.20;"03/08/2026 17:35";CET;2261;40939.75;18.20;03/08/2026
"LAGARDERE SA";FR0000130213;MMB;"Euronext Paris";EUR;17.98;18.56;17.98;18.30;"03/08/2026 17:35";CET;25954;475744.78;18.30;03/08/2026
LANSON-BCC;FR0004027068;ALLAN;"Euronext Growth Paris";EUR;26.80;26.80;26.80;26.80;"03/08/2026 17:35";CET;453;12140.40;26.80;03/08/2026
LARGO;FR0013308582;ALLGO;"Euronext Growth Paris";EUR;1.39;1.395;1.35;1.395;"03/08/2026 15:31";CET;1618;2202.09;1.395;03/08/2026
LATECOERE;FR001400JY13;LAT;"Euronext Paris";EUR;0.015;0.015;0.0148;0.0149;"03/08/2026 17:35";CET;1291947;19295.30;0.0149;03/08/2026
LAURENT-PERRIER;FR0006864484;LPE;"Euronext Paris";EUR;86.00;86.00;85.40;85.40;"03/08/2026 17:35";CET;1125;96328.00;85.40;03/08/2026
LDC;FR001400SF56;LOUP;"Euronext Paris";EUR;114.00;115.80;112.20;112.80;"03/08/2026 17:35";CET;4580;519947.40;112.80;03/08/2026
"LE SLIP FRANCAIS";FR0014018Y10;ALLSF;"Euronext Growth Paris";EUR;15.00;15.00;14.60;14.60;"03/08/2026 17:36";CET;2126;31469.83;14.60;03/08/2026
LEBON;FR0000121295;ALBON;"Euronext Growth Paris";EUR;97.00;97.80;97.00;97.60;"03/08/2026 14:47";CET;54;5240.00;97.60;03/08/2026
LECTRA;FR0000065484;LSS;"Euronext Paris";EUR;20.50;21.90;20.50;21.45;"03/08/2026 17:35";CET;56311;1207118.35;21.45;03/08/2026
LEGRAND;FR0010307819;LR;"Euronext Paris";EUR;133.70;135.05;130.80;134.50;"03/08/2026 17:35";CET;570884;76332095.15;134.50;03/08/2026
LEPERMISLIBRE;FR001400F2Z1;ALLPL;"Euronext Growth Paris";EUR;0.0654;0.07;0.0654;0.07;"03/08/2026 16:57";CET;222;14.65;0.07;03/08/2026
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;75.00;75.00;75.00;75.00;"03/08/2026 16:30";CET;1;75.00;75.00;03/08/2026
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;8.00;8.04;8.00;8.04;"03/08/2026 15:57";CET;168;1350.68;8.04;03/08/2026
LHYFE;FR0014009YQ1;LHYFE;"Euronext Paris";EUR;2.045;2.11;2.045;2.05;"03/08/2026 17:36";CET;36649;75846.29;2.05;03/08/2026
LIGHTON;FR0013230950;ALTAI;"Euronext Growth Paris";EUR;3.84;4.11;3.80;3.965;"03/08/2026 17:35";CET;43481;171974.48;3.965;03/08/2026
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;44.00;44.00;43.70;43.80;"03/08/2026 17:35";CET;105;4595.10;43.80;03/08/2026
LISI;FR0000050353;FII;"Euronext Paris";EUR;63.90;65.40;63.30;64.20;"03/08/2026 17:35";CET;24107;1546654.50;64.20;03/08/2026
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;1.25;1.37;1.24;1.37;"03/08/2026 17:29";CET;12172;15905.40;1.37;03/08/2026
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;34.70;35.00;34.60;34.90;"03/08/2026 17:35";CET;2459;85586.10;34.90;03/08/2026
"LOCASYSTEM INTL";FR0004155208;MLLOI;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"03/08/2026 11:30";CET;501;6012.00;12.00;03/08/2026
"LOGIC INSTRUMENT";FR0000044943;ALLOG;"Euronext Growth Paris";EUR;1.99;2.11;1.99;2.065;"03/08/2026 17:15";CET;39851;83496.07;2.065;03/08/2026
"LOMBARD ET MEDOT";FR0006205019;MLCAC;"Euronext Access Paris";EUR;16.40;16.40;14.50;14.50;"29/07/2026 16:30";CET;105;1693.50;14.50;03/08/2026
"LOUIS HACHETTE";FR001400TL40;ALHG;"Euronext Growth Paris";EUR;1.754;1.796;1.75;1.789;"03/08/2026 17:35";CET;2448631;4355774.20;1.789;03/08/2026
LUCIBEL;FR0014013HG9;ALUCI;"Euronext Growth Paris";EUR;4.00;4.00;4.00;4.00;"03/08/2026 17:03";CET;150;600.00;4.00;03/08/2026
LUMIBIRD;FR0000038242;LBIRD;"Euronext Paris";EUR;26.65;26.90;26.10;26.65;"03/08/2026 17:35";CET;21110;560717.16;26.65;03/08/2026
LVMH;FR0000121014;MC;"Euronext Paris";EUR;474.80;496.35;474.775;486.90;"03/08/2026 17:39";CET;546862;266831700.85;486.90;03/08/2026
"MAAT PHARMA";FR0012634822;MAAT;"Euronext Paris";EUR;2.82;2.85;2.78;2.79;"03/08/2026 17:35";CET;20686;57810.07;2.79;03/08/2026
MACOMPTA.FR;FR001400NQB6;ALCPA;"Euronext Growth Paris";EUR;5.30;5.35;5.25;5.35;"03/08/2026 12:59";CET;275;1460.40;5.35;03/08/2026
MAGILLEM;FR0010827741;MLMGL;"Euronext Access Paris";EUR;2.34;2.34;2.34;2.34;"14/04/2026 16:30";CET;3;7.02;2.34;03/08/2026
"MAISON CLIO BLUE";FR0011092089;MLCLI;"Euronext Access Paris";EUR;1.98;1.98;1.98;1.98;"08/07/2026 16:30";CET;80;158.40;1.98;03/08/2026
"MAISON POMMERY";FR0000062796;POMRY;"Euronext Paris, Brussels";EUR;11.00;11.50;11.00;11.50;"03/08/2026 16:41";CET;5409;60786.90;11.50;03/08/2026
"MAISONS DU MONDE";FR0013153541;MDM;"Euronext Paris";EUR;0.1722;0.1752;0.16;0.1622;"03/08/2026 17:35";CET;26238;4421.39;0.1622;03/08/2026
"MAKING SCIENCE";ES0105463006;ALMKS;"Euronext Growth Paris";EUR;6.65;6.65;6.65;6.65;"03/08/2026 11:30";CET;1;6.65;6.65;03/08/2026
"MALTERIES FCO-BEL.";FR0000030074;MALT;"Euronext Paris";EUR;820.00;820.00;820.00;820.00;"03/08/2026 17:01";CET;6;4920.00;820.00;03/08/2026
"MANITOU BF";FR0000038606;MTU;"Euronext Paris";EUR;22.20;23.20;22.20;22.85;"03/08/2026 17:35";CET;43760;1002256.90;22.85;03/08/2026
"MAQ ADMON. URBANAS";ES0105447009;MLMAQ;"Euronext Access Paris";EUR;8.30;8.30;8.30;8.30;"27/01/2020 11:30";CET;1;8.30;8.30;03/08/2026
"MARE NOSTRUM";FR0013400835;ALMAR;"Euronext Growth Paris";EUR;0.544;0.57;0.538;0.57;"30/07/2026 12:08";CET;4676;2563.00;0.57;03/08/2026
"MAROC TELECOM";MA0000011488;IAM;"Euronext Paris";EUR;8.86;8.92;8.86;8.86;"03/08/2026 10:22";CET;10;88.66;8.86;03/08/2026
MASTRAD;FR0004155687;ALMAS;"Euronext Growth Paris";EUR;0.0022;0.0022;0.0021;0.0022;"03/08/2026 10:00";CET;345040;758.22;0.0022;03/08/2026
"MASTRAD BS29";FR0013472446;MASBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"MAUNA KEA BSA";FR00140140W9;MKTBS;"Euronext Growth Paris";EUR;0.055;0.055;0.0455;0.0545;"03/08/2026 15:07";CET;29038;1575.01;0.0545;03/08/2026
"MAUNA KEA TECH";FR0010609263;ALMKT;"Euronext Growth Paris";EUR;0.157;0.157;0.153;0.154;"03/08/2026 17:35";CET;205858;31940.56;0.154;03/08/2026
"MAUREL ET PROM";FR0000051070;MAU;"Euronext Paris";EUR;7.94;8.085;7.87;8.085;"03/08/2026 17:35";CET;205582;1644551.28;8.085;03/08/2026
MBWS;FR0000060873;MBWS;"Euronext Paris";EUR;2.96;2.97;2.95;2.96;"03/08/2026 17:35";CET;882;2606.46;2.96;03/08/2026
"MEDIA LAB";IT0005324105;MLLAB;"Euronext Access Paris";EUR;3.20;3.20;3.20;3.20;"24/07/2026 16:30";CET;11;35.20;3.20;03/08/2026
"MEDIAN TECH BSA";FR0014011D04;MDTBS;"Euronext Growth Paris";EUR;3.34;3.34;3.34;3.34;"03/08/2026 17:26";CET;700;2338.00;3.34;03/08/2026
MEDIANTECHNOLOGIES;FR0011049824;ALMDT;"Euronext Growth Paris";EUR;4.19;4.20;4.06;4.08;"03/08/2026 17:35";CET;109526;451689.83;4.08;03/08/2026
MEDINCELL;FR0004065605;MEDCL;"Euronext Paris";EUR;25.92;26.26;24.68;24.68;"03/08/2026 17:36";CET;92816;2350884.06;24.68;03/08/2026
"MEDITERRANEAN REIT";ES0105977005;MLMED;"Euronext Access Paris";EUR;-;-;-;1.266;"30/03/2026 00:00";CET;-;-;1.27;03/08/2026
"MEMSCAP REGPT";FR0010298620;MEMS;"Euronext Paris";EUR;4.80;4.81;4.715;4.80;"03/08/2026 17:35";CET;13625;65274.75;4.80;03/08/2026
MERCIALYS;FR0010241638;MERY;"Euronext Paris";EUR;12.00;12.04;11.92;11.94;"03/08/2026 17:35";CET;224313;2681260.18;11.94;03/08/2026
"MERIDIA RE IV";ES0105559001;MLMIV;"Euronext Access Paris";EUR;18.55;18.55;18.55;18.55;"02/07/2021 00:00";CET;-;-;16.60;03/08/2026
MERSEN;FR0000039620;MRN;"Euronext Paris";EUR;39.80;42.38;39.04;40.60;"03/08/2026 17:35";CET;89360;3617289.74;40.60;03/08/2026
METAVISIO;FR00140066X4;ALTHO;"Euronext Growth Paris";EUR;0.0011;0.0012;0.001;0.0012;"03/08/2026 17:29";CET;6403364;6723.33;0.0012;03/08/2026
METHANOR;FR0011217710;ALMET;"Euronext Growth Paris";EUR;2.40;2.40;2.40;2.40;"03/08/2026 10:06";CET;15;36.00;2.40;03/08/2026
"METRICS IN BALANCE";BE0974328602;MLMIB;"Euronext Access Paris";EUR;0.033;0.033;0.033;0.033;"15/10/2024 12:02";CET;4000;132.00;0.033;03/08/2026
"METROPOLE TV";FR0000053225;MMT;"Euronext Paris";EUR;12.18;12.18;11.92;11.92;"03/08/2026 17:35";CET;110637;1326680.72;11.92;03/08/2026
MEXEDIA;IT0005450819;ALMEX;"Euronext Growth Paris";EUR;5.00;5.00;4.50;4.51;"03/08/2026 17:35";CET;87248;403721.34;4.51;03/08/2026
"MG INTERNATIONAL";FR0010204453;ALMGI;"Euronext Growth Paris";EUR;2.44;2.70;2.44;2.70;"03/08/2026 16:30";CET;460;1175.18;2.70;03/08/2026
"MGI DIGITAL GRAPHI";FR0010353888;ALMDG;"Euronext Growth Paris";EUR;10.82;10.98;10.58;10.58;"03/08/2026 17:35";CET;6424;68981.94;10.58;03/08/2026
MICHELIN;FR001400AJ45;ML;"Euronext Paris";EUR;35.21;35.48;34.76;34.76;"03/08/2026 17:35";CET;1650325;57580752.84;34.76;03/08/2026
"MIGUET ET ASSOCIES";FR0010500363;MLNMA;"Euronext Access Paris";EUR;0.232;0.232;0.232;0.232;"31/07/2026 16:30";CET;2255;523.15;0.232;03/08/2026
MILIBOO;FR0013053535;ALMLB;"Euronext Growth Paris";EUR;1.66;1.71;1.63;1.71;"03/08/2026 16:49";CET;5519;9186.63;1.71;03/08/2026
MINT;FR0004172450;ALMIN;"Euronext Growth Paris";EUR;5.18;5.18;5.14;5.18;"03/08/2026 17:35";CET;1386;7148.44;5.18;03/08/2026
"MON COURTIER ENERG";FR001400H3A0;ALMCE;"Euronext Growth Paris";EUR;5.50;5.65;5.50;5.55;"03/08/2026 16:50";CET;838;4675.95;5.55;03/08/2026
"MONCEY (FIN.) NOM.";FR001400SU99;FMONC;"Euronext Paris";EUR;124.00;124.50;123.00;124.00;"03/08/2026 17:35";CET;227;28004.50;124.00;03/08/2026
MONTEA;BE0003853703;MONT;"Euronext Brussels, Paris";EUR;68.00;68.70;67.40;67.80;"03/08/2026 17:35";CET;17987;1220586.80;67.80;03/08/2026
"MONTEPINO LOGISTIC";ES0105549002;MLMTP;"Euronext Access Paris";EUR;9.70;9.70;9.70;9.70;"30/07/2026 11:30";CET;1000;9700.00;9.70;03/08/2026
MOULINVEST;FR0011033083;ALMOU;"Euronext Growth Paris";EUR;21.50;21.50;21.30;21.40;"03/08/2026 16:26";CET;340;7284.50;21.40;03/08/2026
"MR BRICOLAGE";FR0004034320;ALMRB;"Euronext Growth Paris";EUR;4.02;4.13;4.00;4.05;"03/08/2026 17:35";CET;5998;24266.56;4.05;03/08/2026
MUNIC;FR0013462231;ALMUN;"Euronext Growth Paris";EUR;0.46;0.487;0.43;0.487;"03/08/2026 16:24";CET;2785;1202.62;0.487;03/08/2026
"MUTTER VENTURES";ES0105697009;MLMUT;"Euronext Access Paris";EUR;0.975;0.975;0.975;0.975;"29/05/2026 16:30";CET;9288;9055.80;0.975;03/08/2026
MYHOTELMATCH;FR001400IE67;MHM;"Euronext Paris";EUR;0.152;0.152;0.148;0.1485;"03/08/2026 17:29";CET;5831;871.41;0.1485;03/08/2026
NACON;FR0013482791;NACON;"Euronext Paris";EUR;0.152;0.155;0.152;0.1522;"03/08/2026 17:35";CET;29800;4606.09;0.1522;03/08/2026
NAMR;FR0014003J32;ALNMR;"Euronext Growth Paris";EUR;0.225;0.23;0.225;0.23;"16/06/2025 17:20";CET;1183;271.66;0.23;03/08/2026
NANOBIOTIX;FR0011341205;NANO;"Euronext Paris";EUR;34.32;34.36;31.94;33.80;"03/08/2026 17:35";CET;146938;4855696.48;33.80;03/08/2026
NEOLIFE;FR0011636083;ALNLF;"Euronext Growth Paris";EUR;0.062;0.074;0.062;0.073;"03/08/2026 17:35";CET;1284517;87552.68;0.073;03/08/2026
NEOVACS;FR0014018EV4;ALNEV;"Euronext Growth Paris";EUR;0.7899;0.7899;0.75;0.77;"03/08/2026 17:35";CET;8335;6428.23;0.77;03/08/2026
NETGEM;FR0004154060;ALNTG;"Euronext Growth Paris";EUR;0.86;0.898;0.85;0.85;"03/08/2026 17:35";CET;38317;33346.11;0.85;03/08/2026
"NETMEDIA GROUP";FR001400RF99;ALNMG;"Euronext Growth Paris";EUR;0.47;0.47;0.469;0.469;"03/08/2026 14:57";CET;1635;768.05;0.469;03/08/2026
NEURONES;FR0004050250;NRO;"Euronext Paris";EUR;38.30;39.20;38.20;38.70;"03/08/2026 17:35";CET;5953;230694.85;38.70;03/08/2026
NEXANS;FR0000044448;NEX;"Euronext Paris";EUR;132.90;133.30;127.30;129.20;"03/08/2026 17:35";CET;290202;37701770.15;129.20;03/08/2026
NEXITY;FR0010112524;NXI;"Euronext Paris";EUR;7.14;7.24;6.99;7.05;"03/08/2026 17:39";CET;165941;1176567.17;7.05;03/08/2026
NEXTEDIA;FR0004171346;ALNXT;"Euronext Growth Paris";EUR;0.31;0.314;0.305;0.314;"03/08/2026 17:35";CET;54269;16758.02;0.314;03/08/2026
"NFL BIOSCIENCES";FR0014003XT0;ALNFL;"Euronext Growth Paris";EUR;0.87;0.89;0.85;0.879;"03/08/2026 16:18";CET;9295;8065.77;0.879;03/08/2026
NICOX;FR0013018124;ALCOX;"Euronext Growth Paris";EUR;0.387;0.402;0.378;0.402;"03/08/2026 17:35";CET;634379;248771.41;0.402;03/08/2026
"NORTEM BIOGROUP";ES0105719001;MLBIO;"Euronext Access Paris";EUR;5.40;5.40;5.40;5.40;"22/02/2024 11:30";CET;3490;18846.00;5.40;03/08/2026
"North Atlantic En.";FR0000120669;NAE;"Euronext Paris";EUR;67.00;68.60;65.35;67.30;"03/08/2026 17:35";CET;4163;278402.55;67.30;03/08/2026
NOVACYT;FR0010397232;ALNOV;"Euronext Growth Paris";EUR;0.43;0.43;0.415;0.417;"03/08/2026 17:35";CET;73163;30576.95;0.417;03/08/2026
"NOVATECH IND.";FR0000185464;MLNOV;"Euronext Access Paris";EUR;15.00;15.00;15.00;15.00;"22/07/2026 16:30";CET;5;75.00;15.00;03/08/2026
NR21;FR0014001PV6;NR21;"Euronext Paris";EUR;41.40;45.40;41.40;45.40;"23/07/2026 10:49";CET;5;215.00;45.40;03/08/2026
"NRJ GROUP";FR0000121691;NRG;"Euronext Paris";EUR;6.74;6.74;6.66;6.70;"03/08/2026 17:35";CET;4203;28193.66;6.70;03/08/2026
"NSC GROUPE";FR0000064529;ALNSC;"Euronext Growth Paris";EUR;62.50;62.50;62.50;62.50;"23/07/2026 12:08";CET;20;1250.00;62.50;03/08/2026
NSE;FR0004065639;ALNSE;"Euronext Growth Paris";EUR;49.10;52.00;49.00;50.00;"03/08/2026 17:28";CET;665;33316.90;50.00;03/08/2026
OBIZ;FR0014003711;ALBIZ;"Euronext Growth Paris";EUR;2.75;2.79;2.75;2.79;"03/08/2026 16:51";CET;1524;4203.00;2.79;03/08/2026
"OCTOPUS BIOSAFETY";FR0013310281;MLOCT;"Euronext Access Paris";EUR;0.14;0.14;0.14;0.14;"03/08/2026 16:30";CET;5000;700.00;0.14;03/08/2026
"ODIOT S.A.";FR0014010DV3;MLODT;"Euronext Access Paris";EUR;21.80;21.80;21.60;21.60;"03/08/2026 16:30";CET;85;1841.00;21.60;03/08/2026
"ODYSSEE TECHNO";FR001400U4P9;ALODY;"Euronext Growth Paris";EUR;20.20;20.20;19.80;19.80;"03/08/2026 17:35";CET;944;18821.87;19.80;03/08/2026
OENEO;FR0000052680;SBT;"Euronext Paris";EUR;9.14;9.16;9.12;9.12;"03/08/2026 17:35";CET;425;3881.84;9.12;03/08/2026
"OK PROPERTIES";ES0105698007;MLOKP;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"29/03/2023 00:00";CET;-;-;11.90;03/08/2026
"OMER-DECUGIS & CIE";FR0014003T71;ALODC;"Euronext Growth Paris";EUR;8.20;8.20;8.00;8.16;"03/08/2026 15:33";CET;13831;113309.10;8.16;03/08/2026
"ONCODESIGN PM";FR001400CM63;ALOPM;"Euronext Growth Paris";EUR;0.319;0.32;0.312;0.312;"03/08/2026 15:02";CET;269;85.01;0.312;03/08/2026
"ONE EXP BSA 2025 2";FR00140126G1;ONEBS;"Euronext Growth Paris";EUR;0.0045;0.0045;0.0035;0.0045;"03/08/2026 16:52";CET;8221;35.99;0.0045;03/08/2026
"ONE EXPERIENCE";FR0013266772;ALEXP;"Euronext Growth Paris";EUR;0.375;0.375;0.35;0.35;"03/08/2026 17:35";CET;5228;1840.14;0.35;03/08/2026
ONLINEFORMAPRO;FR0004174712;MLONL;"Euronext Access Paris";EUR;1.00;1.00;1.00;1.00;"17/07/2026 11:30";CET;11;11.00;1.00;03/08/2026
"ONWARD MEDICAL";NL0015000HT4;ONWD;"Euronext Brussels, Amsterdam, Paris";EUR;2.355;2.38;2.33;2.335;"03/08/2026 17:35";CET;67031;157924.39;2.335;03/08/2026
OPMOBILITY;FR0000124570;OPM;"Euronext Paris";EUR;12.98;13.15;12.87;12.90;"03/08/2026 17:35";CET;111959;1453108.57;12.90;03/08/2026
ORANGE;FR0000133308;ORA;"Euronext Paris";EUR;16.47;16.74;16.44;16.605;"03/08/2026 17:35";CET;4191606;69614803.39;16.605;03/08/2026
"ORBIS PROPERTIES";ES0105490009;MLORB;"Euronext Access Paris";EUR;13.60;13.60;13.60;13.60;"30/07/2020 00:00";CET;-;-;13.20;03/08/2026
ORDISSIMO;FR0013318052;ALORD;"Euronext Growth Paris";EUR;0.45;0.45;0.44;0.45;"03/08/2026 17:28";CET;2765;1226.48;0.45;03/08/2026
OREGE;FR0010609206;OREGE;"Euronext Paris";EUR;0.289;0.291;0.287;0.287;"03/08/2026 17:35";CET;6675;1916.53;0.287;03/08/2026
ORINOQUIA;ES0105534004;MLORQ;"Euronext Access Paris";EUR;1.65;1.65;1.65;1.65;"29/04/2026 11:30";CET;3250;5362.50;1.61;03/08/2026
"OSE IMMUNO";FR0012127173;OSE;"Euronext Paris";EUR;3.216;3.282;3.156;3.16;"03/08/2026 17:35";CET;105831;337327.90;3.16;03/08/2026
OVH;FR0014005HJ9;OVH;"Euronext Paris";EUR;14.96;15.43;14.70;15.43;"03/08/2026 17:35";CET;98396;1473778.50;15.43;03/08/2026
"PACTE NOVATION";FR0000077992;MLPAC;"Euronext Access Paris";EUR;9.05;9.05;9.05;9.05;"30/07/2026 11:30";CET;4;36.20;9.05;03/08/2026
PAREF;FR0010263202;PAR;"Euronext Paris";EUR;23.60;24.00;23.60;24.00;"03/08/2026 16:57";CET;1102;26211.60;24.00;03/08/2026
PARROT;FR0004038263;PARRO;"Euronext Paris";EUR;10.64;11.20;9.60;9.85;"03/08/2026 17:35";CET;166711;1740586.28;9.85;03/08/2026
"PARX MATERIALS NV";NL0012650535;MLPRX;"Euronext Access Paris";EUR;0.39;0.39;0.39;0.39;"03/08/2026 13:57";CET;1300;507.00;0.39;03/08/2026
PASSAT;FR0000038465;ALPAS;"Euronext Growth Paris";EUR;4.96;4.98;4.96;4.98;"31/07/2026 15:58";CET;668;3321.58;4.98;03/08/2026
"PATRIMOINE ET COMM";FR0011027135;PAT;"Euronext Paris";EUR;26.10;26.90;26.10;26.80;"03/08/2026 17:35";CET;765;20138.50;26.80;03/08/2026
"PAULIC MEUNERIE";FR0013479730;ALPAU;"Euronext Growth Paris";EUR;1.26;1.33;1.22;1.29;"03/08/2026 17:26";CET;7903;10074.34;1.29;03/08/2026
"PERNOD RICARD";FR0000120693;RI;"Euronext Paris";EUR;67.38;69.82;67.38;68.72;"03/08/2026 17:37";CET;680870;46826380.28;68.72;03/08/2026
"PERRIER (GERARD)";FR0000061459;PERR;"Euronext Paris";EUR;80.00;80.60;79.80;79.80;"03/08/2026 17:35";CET;2019;161357.00;79.80;03/08/2026
"PERSEIDA RENTA";ES0105612008;MLPER;"Euronext Access Paris";EUR;0.71;0.71;0.71;0.71;"09/06/2022 16:30";CET;500;355.00;0.71;03/08/2026
"PET SERVICE";NL0015001HZ9;ALPET;"Euronext Growth Paris";EUR;4.24;4.48;4.24;4.48;"03/08/2026 17:08";CET;2016;8935.68;4.48;03/08/2026
"PEUGEOT INVEST";FR0000064784;PEUG;"Euronext Paris";EUR;56.70;57.70;56.60;57.00;"03/08/2026 17:35";CET;4126;235748.40;57.00;03/08/2026
"PHONE WEB";FR0000185480;MLPHW;"Euronext Access Paris";EUR;0.90;0.90;0.90;0.90;"24/07/2026 16:30";CET;6000;5400.00;0.90;03/08/2026
"PHOTONIKE CAPITAL";BE0948608451;MLPHO;"Euronext Access Paris";EUR;0.101;0.101;0.101;0.101;"03/08/2026 11:30";CET;1140;115.15;0.101;03/08/2026
"PIERRE VAC BSA ACT";FR001400B4H9;VACBS;"Euronext Paris";EUR;0.043;0.043;0.043;0.043;"03/08/2026 13:46";CET;3390;145.77;0.043;03/08/2026
"PIERRE VAC BSA CRE";FR001400B4G1;VACBT;"Euronext Paris";EUR;0.117;0.117;0.117;0.117;"17/07/2026 11:29";CET;5480;641.16;0.117;03/08/2026
